hotel_id,hotel_name,country,city,star_rating,hotel_type,chain_affiliation,rooms,employees,year_opened,last_renovation,occupancy_rate,adr,revpar,annual_revenue,profit_margin,customer_satisfaction,online_rating,n_reviews,country_std,star_clean,revenue_missing,revenue_was_missing,margin_was_missing,is_large_hotel,is_small_hotel,log_rooms,log_employees,log_annual_revenue,hotel_age,years_since_renovation,revenue_per_room,employees_per_room,size_category
HTL_0437,Hotel_Florence_437,Italy,Florence,3,Boutique,,119,85.0,1995.0,2007.0,0.796,143.25,114.06,4954.4,,7.1,3.6,790,Italy,3,False,0,1,0,0,4.77912349311153,4.442651256490317,8.50803134962385,29.0,17.0,41.633613445378145,0.7142857142857143,Large
HTL_0266,Hotel_Faro_266,Portugal,Faro,4,Resort,,228,282.0,1926.0,2015.0,0.8,116.93,93.5,7781.0,0.081,9.1,4.6,490,Portugal,4,False,0,0,1,0,5.429345628954441,5.641907070938114,8.95944014361693,98.0,9.0,34.12719298245614,1.236842105263158,Very Large
HTL_0413,Hotel_Venice_413,Italy,Venice,3,Chain - International,NH Hotels,92,89.0,2001.0,2012.0,0.826,175.98,145.43,4883.4,0.055,8.3,4.0,507,Italy,3,False,0,0,0,0,4.5217885770490405,4.48863636973214,8.493596977561051,23.0,12.0,53.08043478260869,0.967391304347826,Large
HTL_0031,Hotel_Madrid_31,spain,Madrid,4,Boutique,,83,90.0,1970.0,2023.0,0.98,213.08,208.82,6326.2,0.104,6.5,3.1,582,Spain,4,False,0,0,0,0,4.418840607796598,4.499809670330265,8.752455018920687,54.0,1.0,76.21927710843373,1.0843373493975903,Large
HTL_0381,Hotel_Hamburg_381,germany,Hamburg,3,Chain - International,Marriott,82,65.0,2009.0,2023.0,0.649,243.47,157.91,4726.2,0.131,6.9,3.2,359,Germany,3,False,0,0,0,0,4.406719247264253,4.174387269895637,8.460876775937333,15.0,1.0,57.636585365853655,0.7926829268292683,Large
HTL_0670,Hotel_Paris_670,FR,Paris,3,Chain - International,Local Chain,73,60.0,1985.0,2016.0,0.594,128.51,76.27,2032.3,0.048,6.8,3.3,222,France,3,False,0,0,0,0,4.290459441148391,4.0943445622221,7.616923435596261,39.0,8.0,27.83972602739726,0.821917808219178,Medium
HTL_0040,Hotel_Rome_40,IT,Rome,3,Boutique,,64,58.0,1861.0,2009.0,0.83,178.39,148.11,3459.8,0.028,6.9,4.1,150,Italy,3,False,0,0,0,0,4.1588830833596715,4.060443010546419,8.148966062912876,163.0,15.0,54.059375,0.90625,Medium
HTL_0214,Hotel_Rome_214,Italy,Rome,4,Independent,,134,136.0,1969.0,2009.0,0.751,196.03,147.19,,-0.034,8.0,4.0,631,Italy,4,True,1,0,0,0,4.897839799950911,4.912654885736052,,55.0,15.0,,1.0149253731343284,Large
HTL_0788,Hotel_Bilbao_788,spain,Bilbao,1,Independent,,39,17.0,1980.0,2022.0,0.508,42.65,21.69,308.7,-0.209,7.1,3.7,196,Spain,1,False,0,0,0,0,3.6635616461296463,2.833213344056216,5.732369931508114,44.0,2.0,7.915384615384615,0.4358974358974359,Medium
HTL_0363,Hotel_Lisbon_363,Portugal,Lisbon,3 star,Independent,,133,107.0,1987.0,2019.0,0.724,94.62,68.46,3323.5,0.206,7.8,3.9,572,Portugal,3,False,0,0,0,0,4.890349128221754,4.672828834461906,8.108773723481637,37.0,5.0,24.98872180451128,0.8045112781954887,Large
HTL_0787,Hotel_Paris_787,france,Paris,4,Chain - International,Meliá,97,115.0,2004.0,2013.0,0.831,251.78,209.1,7403.3,0.036,8.4,3.7,246,France,4,False,0,0,0,0,4.574710978503383,4.74493212836325,8.909681125733865,20.0,11.0,76.32268041237114,1.1855670103092784,Large
HTL_0286,Hotel_Marseille_286,FRANCE,Marseille,1,Independent,,105,60.0,2004.0,2018.0,0.573,115.44,66.2,2537.1,0.029,6.9,3.2,294,France,1,False,0,0,0,0,4.653960350157523,4.0943445622221,7.838776975456287,20.0,6.0,24.162857142857142,0.5714285714285714,Large
HTL_0710,Hotel_Bordeaux_710,FRANCE,Bordeaux,4,Independent,,68,73.0,1971.0,2002.0,0.695,209.28,145.43,3609.5,0.14,8.3,4.1,288,France,4,False,0,0,0,0,4.219507705176107,4.290459441148391,8.191324537579217,53.0,22.0,53.080882352941174,1.0735294117647058,Medium
HTL_0553,Hotel_Seville_553,SPAIN,Seville,4,Business,,175,185.0,1964.0,,0.737,166.52,122.66,7835.1,0.15,8.1,4.0,1153,Spain,4,False,0,0,0,0,5.1647859739235145,5.220355825078324,8.966368917950534,60.0,,44.772000000000006,1.0571428571428572,Large
HTL_0421,Hotel_Madeira_421,Portugal,Madeira,2,Independent,,77,50.0,1966.0,2007.0,0.648,67.53,43.78,1230.3,0.152,6.2,3.2,366,Portugal,2,False,0,0,0,0,4.343805421853684,3.912023005428146,7.115013321066123,58.0,17.0,15.977922077922077,0.6493506493506493,Large
HTL_0738,Hotel_Milan_738,Italia,Milan,2,Boutique,NH Hotels,75,40.0,1875.0,2020.0,0.661,146.0,96.44,2640.1,0.127,6.5,3.6,456,Italy,2,False,0,0,0,0,4.31748811353631,3.6888794541139363,7.878572074210857,149.0,4.0,35.20133333333333,0.5333333333333333,Large
HTL_0433,Hotel_Malaga_433,ES,Malaga,5,Chain - International,Hilton,103,136.0,2008.0,,0.835,229.09,191.22,7189.0,0.206,8.8,4.0,631,Spain,5,False,0,0,0,0,4.634728988229636,4.912654885736052,8.880307358983872,16.0,,69.79611650485437,1.3203883495145632,Large
HTL_0255,Hotel_Lyon_255,FR,Lyon,2 star,Chain - International,Hyatt,106,79.0,2004.0,2011.0,0.901,82.52,74.34,2876.4,0.16,6.5,3.1,409,France,2,False,0,0,0,0,4.663439094112067,4.3694478524670215,7.964294791228339,20.0,13.0,27.135849056603774,0.7452830188679245,Large
HTL_0641,Hotel_Hamburg_641,Germany,Hamburg,3,Business,,115,113.0,1973.0,2008.0,0.554,225.27,124.7,5234.3,0.244,7.4,3.3,335,Germany,3,False,0,0,0,0,4.74493212836325,4.727387818712341,8.56298839898667,51.0,16.0,45.51565217391305,0.9826086956521739,Large
HTL_0156,Hotel_Madeira_156,Portugal,Madeira,4,Independent,,102,122.0,2017.0,,0.836,158.13,132.2,4921.7,-0.024,8.8,4.2,580,Portugal,4,False,0,0,0,0,4.624972813284271,4.804021044733257,8.501409278260429,7.0,,48.251960784313724,1.196078431372549,Large
HTL_0334,Hotel_Paris_334,France,Paris,4,Boutique,,28,31.0,1991.0,2001.0,0.814,179.51,146.08,1492.9,0.002,8.5,4.6,57,France,4,False,0,0,0,0,3.332204510175204,3.4339872044851463,7.308475816059545,33.0,23.0,53.31785714285714,1.1071428571428572,Medium
HTL_0328,Hotel_Venice_328,Italy,Venice,3,Independent,NH Hotels,64,62.0,1995.0,2021.0,0.8,110.31,88.2,2060.4,0.128,7.4,3.8,130,Italy,3,False,0,0,0,0,4.1588830833596715,4.127134385045092,7.63065541769143,29.0,3.0,32.19375,0.96875,Medium
HTL_0447,Hotel_Venice_447,IT,Venice,4 star,Independent,IHG,116,140.0,2000.0,2020.0,0.75,204.87,153.62,6504.2,0.041,9.6,4.4,755,Italy,4,False,0,0,0,0,4.7535901911063645,4.941642422609304,8.78020340106237,24.0,4.0,56.070689655172416,1.206896551724138,Large
HTL_0138,Hotel_Venice_138,italy,Venice,3*,Chain - National,AccorHotels,145,157.0,1971.0,2014.0,0.66,204.39,134.86,7137.3,0.069,7.7,3.4,319,Italy,3,False,0,0,0,0,4.976733742420574,5.056245805348308,8.873089832555907,53.0,10.0,49.22275862068965,1.0827586206896551,Large
HTL_0251,Hotel_Florence_251,italy,Florence,3,Chain - International,Radisson,98,92.0,1878.0,2014.0,0.822,185.77,152.71,5462.6,0.143,7.3,3.9,698,Italy,3,False,0,0,0,0,4.584967478670572,4.5217885770490405,8.605680145872437,146.0,10.0,55.74081632653061,0.9387755102040817,Large
HTL_0535,Hotel_Naples_535,Italia,Naples,five,Resort,,318,417.0,2020.0,,0.772,299.7,231.47,26866.8,0.155,10.0,4.6,1030,Italy,5,False,0,0,1,0,5.762051382780177,6.0330862217988015,10.198646602593453,4.0,,84.48679245283019,1.3113207547169812,Very Large
HTL_0066,Hotel_Florence_66,ITALY,Florence,2,Chain - National,Hyatt,71,60.0,2007.0,2010.0,0.632,102.56,64.82,1679.7,0.059,7.0,3.1,238,Italy,2,False,0,0,0,0,4.2626798770413155,4.0943445622221,7.426370485022957,17.0,14.0,23.65774647887324,0.8450704225352113,Medium
HTL_0064,Hotel_Porto_64,Portugal,Porto,3,Business,,111,89.0,1964.0,2014.0,0.537,128.29,68.84,2789.2,0.161,7.3,3.9,499,Portugal,3,False,0,0,0,0,4.709530201312334,4.48863636973214,7.933510095346856,60.0,10.0,25.127927927927928,0.8018018018018018,Large
HTL_0672,Hotel_Barcelona_672,Spain,Barcelona,5 star,Resort,,241,255.0,2017.0,,0.759,130.7,99.26,8731.0,-0.063,,4.2,983,Spain,5,False,0,0,1,0,5.484796933490655,5.541263545158426,9.074635189810808,7.0,,36.22821576763486,1.058091286307054,Very Large
HTL_0140,Hotel_Marseille_140,FRANCE,Marseille,4*,Independent,IHG,97,115.0,1965.0,2012.0,0.745,291.56,217.09,7686.1,0.133,7.5,3.2,625,France,4,False,0,0,0,0,4.574710978503383,4.74493212836325,8.9471687817089,59.0,12.0,79.23814432989691,1.1855670103092784,Large
HTL_0024,Hotel_Bordeaux_24,FRANCE,Bordeaux,4,Independent,AccorHotels,115,127.0,1964.0,2006.0,0.65,304.45,197.95,8309.0,0.155,6.6,3.4,569,France,4,False,0,0,0,0,4.74493212836325,4.844187086458591,9.02509454366498,60.0,18.0,72.25217391304348,1.1043478260869566,Large
HTL_0110,Hotel_Valencia_110,ES,Valencia,2*,Chain - International,IHG,87,69.0,1893.0,2017.0,0.907,59.99,54.38,1726.8,,5.8,2.8,577,Spain,2,False,0,1,0,0,4.465908118654584,4.23410650459726,7.454025263681323,131.0,7.0,19.848275862068967,0.7931034482758621,Large
HTL_0213,Hotel_Barcelona_213,SPAIN,Barcelona,3,Independent,,110,106.0,1988.0,2006.0,0.808,82.23,66.4,2666.1,0.06,7.8,3.1,244,Spain,3,False,0,0,0,0,4.700480365792417,4.663439094112067,7.88837200941254,36.0,18.0,24.237272727272728,0.9636363636363636,Large
HTL_0792,Hotel_Barcelona_792,spain,Barcelona,3,Chain - International,Marriott,117,110.0,2009.0,2022.0,0.831,164.01,136.33,5821.8,,6.5,2.8,734,Spain,3,False,0,1,0,0,4.762173934797756,4.700480365792417,8.669364771259309,15.0,2.0,49.75897435897436,0.9401709401709402,Large
HTL_0320,Hotel_Thessaloniki_320,GREECE,Thessaloniki,3*,Chain - International,AccorHotels,137,138.0,1976.0,2008.0,0.837,110.59,92.52,4626.7,0.064,6.3,3.0,561,Greece,3,False,0,0,0,0,4.919980925828125,4.927253685157205,8.439599149977683,48.0,16.0,33.771532846715324,1.0072992700729928,Large
HTL_0495,Hotel_Rome_495,Italia,Rome,2,Chain - National,Marriott,112,88.0,2015.0,,0.701,120.71,84.57,3457.4,0.008,5.7,3.2,554,Italy,2,False,0,0,0,0,4.718498871295094,4.477336814478207,8.148272140488686,9.0,,30.869642857142857,0.7857142857142857,Large
HTL_0722,Hotel_Faro_722,Portugal,Faro,3,Resort,,166,119.0,1915.0,2003.0,0.802,93.7,75.18,4555.1,,6.2,2.7,350,Portugal,3,False,0,1,0,0,5.111987788356544,4.77912349311153,8.424002763349892,109.0,21.0,27.440361445783136,0.7168674698795181,Large
HTL_0463,Hotel_Valencia_463,SPAIN,Valencia,3,Boutique,,59,49.0,1981.0,2004.0,0.98,116.51,114.18,2458.8,0.101,6.5,3.0,468,Spain,3,False,0,0,0,0,4.07753744390572,3.8918202981106265,7.807428705032854,43.0,20.0,41.674576271186446,0.8305084745762712,Medium
HTL_0067,Hotel_Madeira_67,Portugal,Madeira,4 star,Boutique,,40,43.0,2005.0,2008.0,0.72,230.61,166.13,2425.6,0.003,7.1,4.1,181,Portugal,4,False,0,0,0,0,3.6888794541139363,3.7612001156935624,7.793834195448053,19.0,16.0,60.64,1.075,Medium
HTL_0743,Hotel_Marseille_743,france,Marseille,4,Independent,,97,104.0,1965.0,2004.0,0.98,224.14,219.66,7777.0,0.159,8.8,4.2,467,France,4,False,0,0,0,0,4.574710978503383,4.6443908991413725,8.958925938694943,59.0,20.0,80.17525773195877,1.0721649484536082,Large
HTL_0658,Hotel_Salzburg_658,AUSTRIA,Salzburg,5,Boutique,AccorHotels,46,67.0,2016.0,,0.805,270.53,217.89,3658.4,0.03,8.4,3.8,157,Austria,5,False,0,0,0,0,3.828641396489095,4.204692619390966,8.204781172343845,8.0,,79.5304347826087,1.4565217391304348,Medium
HTL_0674,Hotel_Rome_674,Italia,Rome,3,Chain - International,NH Hotels,112,114.0,1976.0,2017.0,0.796,194.26,154.61,6320.5,0.175,7.7,3.9,712,Italy,3,False,0,0,0,0,4.718498871295094,4.736198448394496,8.751553597935612,48.0,7.0,56.433035714285715,1.0178571428571428,Large
HTL_0335,Hotel_Venice_335,Italy,Venice,1,Resort,IHG,184,108.0,1961.0,2013.0,0.815,93.29,76.01,5104.8,0.085,,2.6,905,Italy,1,False,0,0,0,0,5.214935757608986,4.68213122712422,8.537936552554138,63.0,11.0,27.743478260869566,0.5869565217391305,Large
HTL_0496,Hotel_Milan_496,Italy,Milan,4*,Chain - National,Meliá,85,92.0,1969.0,2023.0,0.615,198.99,122.41,3797.8,0.065,8.9,4.0,282,Italy,4,False,0,0,0,0,4.442651256490317,4.5217885770490405,8.242177230691317,55.0,1.0,44.68,1.0823529411764705,Large
HTL_0498,Hotel_Paris_498,FR,Paris,2,Chain - International,Hyatt,85,55.0,1960.0,2004.0,0.722,109.26,78.9,2447.7,0.062,7.2,3.6,537,France,2,False,0,0,0,0,4.442651256490317,4.007333185232471,7.802904087102864,64.0,20.0,28.79647058823529,0.6470588235294118,Large
HTL_0581,Hotel_Bordeaux_581,france,Bordeaux,4,Chain - International,Hyatt,269,292.0,1990.0,,0.861,326.68,281.35,27624.0,0.085,10.0,4.3,1778,France,4,False,0,0,1,0,5.594711379601839,5.676753802268282,10.226440239069829,34.0,,102.6914498141264,1.0855018587360594,Very Large
HTL_0696,Hotel_Madrid_696,España,Madrid,3,Chain - International,AccorHotels,97,98.0,2001.0,2016.0,0.802,152.64,122.44,4335.0,0.186,6.4,3.4,413,Spain,3,False,0,0,0,0,4.574710978503383,4.584967478670572,8.374476889214643,23.0,8.0,44.69072164948454,1.0103092783505154,Large
HTL_0209,Hotel_Innsbruck_209,Austria,Innsbruck,4*,Boutique,,49,50.0,1961.0,2008.0,0.831,294.74,244.98,4381.4,0.243,8.8,4.1,153,Austria,4,False,0,0,0,0,3.8918202981106265,3.912023005428146,8.385123587001399,63.0,16.0,89.41632653061224,1.0204081632653061,Medium
HTL_0310,Hotel_Bilbao_310,spain,Bilbao,3,Chain - International,Local Chain,74,67.0,2014.0,,0.889,114.98,102.21,2760.6,0.087,7.9,3.1,576,Spain,3,False,0,0,0,0,4.30406509320417,4.204692619390966,7.923203326389478,10.0,,37.3054054054054,0.9054054054054054,Medium
HTL_0686,Hotel_Bordeaux_686,France,Bordeaux,4,Resort,,205,246.0,2005.0,2011.0,0.98,237.68,232.93,17429.0,0.178,8.6,4.3,1947,France,4,False,0,0,0,0,5.3230099791384085,5.5053315359323625,9.765890764521682,19.0,13.0,85.01951219512195,1.2,Very Large
HTL_D0539,Hotel_Venice_539,Italy,Venice,4*,Business,,113,126.0,1974.0,,0.678,294.88,199.81,8241.3,0.156,7.4,4.0,729,Italy,4,False,0,0,0,0,4.727387818712341,4.836281906951478,9.016913377449907,50.0,,72.93185840707964,1.1150442477876106,Large
HTL_0549,Hotel_Nice_549,france,Nice,4,Boutique,,34,40.0,1998.0,2006.0,0.75,314.95,236.09,2929.8,0.024,8.0,3.7,88,France,4,False,0,0,0,0,3.5263605246161616,3.6888794541139363,7.98268944029567,26.0,18.0,86.17058823529412,1.1764705882352942,Medium
HTL_0383,Hotel_Milan_383,Italy,Milan,3,Chain - International,Hilton,60,53.0,1984.0,2005.0,0.777,108.4,84.2,1844.0,0.008,6.2,3.4,381,Italy,3,False,0,0,0,0,4.0943445622221,3.970291913552122,7.519692404116539,40.0,19.0,30.733333333333334,0.8833333333333333,Medium
HTL_0507,Hotel_Rotterdam_507,NL,Rotterdam,2,Resort,,89,76.0,1981.0,,0.713,136.7,97.42,3164.6,0.046,6.9,3.6,632,Netherlands,2,False,0,0,0,0,4.48863636973214,4.330733340286331,8.059781944284882,43.0,,35.557303370786514,0.8539325842696629,Large
HTL_0712,Hotel_Milan_712,ITALY,Milan,4 star,Resort,,230,276.0,1980.0,2001.0,0.98,167.57,164.22,13786.3,0.147,8.3,3.7,2167,Italy,4,False,0,0,1,0,5.438079308923196,5.62040086571715,9.531430624415847,44.0,23.0,59.94043478260869,1.2,Very Large
HTL_0210,Hotel_Paris_210,FR,Paris,4*,Boutique,AccorHotels,70,82.0,1999.0,2007.0,0.756,212.73,160.79,4108.2,0.12,7.2,3.2,136,France,4,False,0,0,0,0,4.248495242049359,4.406719247264253,8.320740255355073,25.0,17.0,58.68857142857143,1.1714285714285715,Medium
HTL_0780,Hotel_Rome_780,Italy,Rome,1,Independent,,10,5.0,1982.0,2022.0,0.623,53.34,33.24,121.3,0.08,6.0,3.2,55,Italy,1,False,0,0,0,1,2.302585092994046,1.6094379124341003,4.798266815950004,42.0,2.0,12.129999999999999,0.5,Small
HTL_0079,Hotel_Athens_79,GR,Athens,1,Business,Hilton,42,23.0,1985.0,2020.0,0.642,59.36,38.09,584.0,,5.1,2.6,196,Greece,1,False,0,1,0,0,3.7376696182833684,3.1354942159291497,6.369900982828227,39.0,4.0,13.904761904761905,0.5476190476190477,Medium
HTL_0480,Hotel_Madrid_480,ES,Madrid,2,Independent,Hilton,39,19.0,1898.0,2004.0,0.684,79.66,54.48,775.6,0.106,6.6,2.6,206,Spain,2,False,0,0,0,0,3.6635616461296463,2.9444389791664403,6.653636923368497,126.0,20.0,19.887179487179488,0.48717948717948717,Medium
HTL_0050,Hotel_Frankfurt_50,germany,Frankfurt,4,Chain - International,Meliá,80,79.0,1993.0,2016.0,0.806,253.39,204.23,5963.4,0.159,8.2,3.9,527,Germany,4,False,0,0,0,0,4.382026634673881,4.3694478524670215,8.693396067202015,31.0,8.0,74.54249999999999,0.9875,Large
HTL_0097,Hotel_Santorini_97,GREECE,Santorini,4,Business,,88,104.0,1972.0,2013.0,0.844,210.45,177.66,5706.4,0.107,7.4,2.9,261,Greece,4,False,0,0,0,0,4.477336814478207,4.6443908991413725,8.649343630963829,52.0,11.0,64.84545454545454,1.1818181818181819,Large
HTL_0745,Hotel_Athens_745,GREECE,Athens,3,Business,,198,148.0,1979.0,2016.0,0.698,156.66,109.32,7900.7,0.258,8.0,4.2,1079,Greece,3,False,0,0,0,0,5.288267030694535,4.997212273764115,8.974706642124628,45.0,8.0,39.90252525252525,0.7474747474747475,Large
HTL_0232,Hotel_Munich_232,GERMANY,Munich,1,Business,AccorHotels,71,33.0,1995.0,2014.0,0.552,87.15,48.11,1246.7,0.111,6.6,3.4,119,Germany,1,False,0,0,0,0,4.2626798770413155,3.4965075614664802,7.128255339350929,29.0,10.0,17.559154929577467,0.4647887323943662,Medium
HTL_0197,Hotel_Paris_197,France,Paris,2,Business,,74,52.0,2003.0,2004.0,0.703,151.37,106.35,2872.4,,5.9,2.8,349,France,2,False,0,1,0,0,4.30406509320417,3.9512437185814275,7.962903196236162,21.0,20.0,38.81621621621622,0.7027027027027027,Medium
HTL_0205,Hotel_Florence_205,IT,Florence,2,Chain - National,Meliá,65,47.0,1979.0,2008.0,0.503,102.82,51.7,1226.5,0.116,5.9,2.4,241,Italy,2,False,0,0,0,0,4.174387269895637,3.8501476017100584,7.111919863698544,45.0,16.0,18.869230769230768,0.7230769230769231,Medium
HTL_D0386,Hotel_Malaga_386,Spain,Malaga,5,Chain - National,Meliá,136,184.0,2005.0,2005.0,0.742,223.26,165.65,8223.1,0.169,10.0,4.7,825,Spain,5,False,0,0,0,0,4.912654885736052,5.214935757608986,9.014702545908747,19.0,19.0,60.4639705882353,1.3529411764705883,Large
HTL_0034,Hotel_Seville_34,Spain,Seville,2,Budget,AccorHotels,128,117.0,2012.0,,0.747,64.9,48.46,2263.9,0.12,6.1,2.7,324,Spain,2,False,0,0,0,0,4.852030263919617,4.762173934797756,7.72484426873626,12.0,,17.68671875,0.9140625,Large
HTL_0032,Hotel_Lisbon_32,Portugal,Lisbon,3,Resort,Marriott,201,169.0,1982.0,2004.0,0.628,132.66,83.26,6108.1,0.217,6.9,3.1,784,Portugal,3,False,0,0,0,0,5.303304908059076,5.1298987149230735,8.717371038175688,42.0,20.0,30.38855721393035,0.8407960199004975,Very Large
HTL_0538,Hotel_Santorini_538,Greece,Santorini,4,Boutique,,72,73.0,1985.0,2022.0,0.771,209.63,161.66,4248.3,0.241,7.0,3.5,170,Greece,4,False,0,0,0,0,4.276666119016055,4.290459441148391,8.354274181897123,39.0,2.0,59.00416666666667,1.0138888888888888,Medium
HTL_0282,Hotel_Rotterdam_282,NETHERLANDS,Rotterdam,3,Independent,IHG,83,84.0,1973.0,2010.0,0.586,175.3,102.72,,0.016,6.7,3.3,403,Netherlands,3,True,1,0,0,0,4.418840607796598,4.430816798843313,,51.0,14.0,,1.0120481927710843,Large
HTL_0339,Hotel_Frankfurt_339,germany,Frankfurt,1,Chain - National,Meliá,64,33.0,1961.0,2012.0,,91.78,36.05,842.1,,4.5,2.3,151,Germany,1,False,0,1,0,0,4.1588830833596715,3.4965075614664802,6.735898772035947,63.0,12.0,13.1578125,0.515625,Medium
HTL_0502,Hotel_Santorini_502,GR,Santorini,3,Boutique,,36,36.0,1961.0,2007.0,0.661,161.85,107.03,1406.4,0.203,6.3,3.2,175,Greece,3,False,0,0,0,0,3.58351893845611,3.58351893845611,7.2487885269309125,63.0,17.0,39.06666666666667,1.0,Medium
HTL_0216,Hotel_Madeira_216,PORTUGAL,Madeira,3,Independent,,50,50.0,1942.0,2017.0,0.778,132.97,103.43,1887.5,0.116,7.9,3.9,149,Portugal,3,False,0,0,0,0,3.912023005428146,3.912023005428146,7.54300848112318,82.0,7.0,37.75,1.0,Medium
HTL_0443,Hotel_Salzburg_443,AT,Salzburg,1 star,Independent,,67,37.0,2003.0,2017.0,0.646,86.63,55.94,1368.0,0.137,6.7,3.6,237,Austria,1,False,0,0,0,0,4.204692619390966,3.6109179126442243,7.221105098182496,21.0,7.0,20.417910447761194,0.5522388059701493,Medium
HTL_0678,Hotel_Santorini_678,GR,Santorini,four,Business,,107,99.0,1983.0,,0.806,178.71,144.06,5626.1,0.093,7.0,3.2,553,Greece,4,False,0,0,0,0,4.672828834461906,4.59511985013459,8.635171763509682,41.0,,52.5803738317757,0.9252336448598131,Large
HTL_0073,Hotel_Mykonos_73,GR,Mykonos,3,Boutique,,42,34.0,1960.0,2022.0,0.924,63.52,58.69,899.7,0.079,8.8,4.6,214,Greece,3,False,0,0,0,0,3.7376696182833684,3.5263605246161616,6.802061374423073,64.0,2.0,21.42142857142857,0.8095238095238095,Medium
HTL_0078,Hotel_Bilbao_78,spain,Bilbao,5,Independent,,62,84.0,1984.0,2005.0,0.77,200.09,154.11,3487.4,0.118,8.8,4.2,398,Spain,5,False,0,0,0,0,4.127134385045092,4.430816798843313,8.156911751883394,40.0,19.0,56.248387096774195,1.3548387096774193,Medium
HTL_0550,Hotel_Nice_550,France,Nice,five,Chain - National,IHG,102,110.0,1977.0,2011.0,0.974,274.84,267.81,9970.6,0.062,7.9,4.4,782,France,5,False,0,0,0,0,4.624972813284271,4.700480365792417,9.207396041686733,47.0,13.0,97.75098039215686,1.0784313725490196,Large
HTL_0526,Hotel_Barcelona_526,Spain,Barcelona,5 star,Resort,,443,573.0,,,0.98,208.55,204.38,33047.8,0.188,,4.0,3129,Spain,5,False,0,0,1,0,6.093569770045136,6.35088571671474,10.405710277254851,,,74.60000000000001,1.2934537246049662,Very Large
HTL_D0747,Hotel_Naples_747,ITALY,Naples,1,Boutique,,16,8.0,1979.0,2000.0,0.861,64.01,55.13,322.0,0.092,7.7,3.4,92,Italy,1,False,0,0,0,1,2.772588722239781,2.0794415416798357,5.7745515455444085,45.0,24.0,20.125,0.5,Small
