startup_id,subsector,pais,modelo_negocio,etapa,anio_fundacion,empleados,financiacion_total,valoracion,ratio_valoracion_financiacion,ingresos,crecimiento_anual,burn_rate,runway_meses,ingresos_por_empleado,usuarios,tasa_retencion,cac,ltv,ltv_cac_ratio,marketing_pct,cuota_mercado,id_pct,patentes,tech_score,num_integraciones,paises_operacion,compliance_score,incidentes_seguridad,rating_riesgo,prob_exito
305,Blockchain,España,B2B2C,Seed,2023,211,2.1294597788357366,7.101154273737688,3.334721014369279,1.225303699720778,72.86444821137533,320,11.2,5.807126538961033,131853,76.62189350082217,205.5024692430309,316.7423221315237,1.5413066485198217,29.90916305657695,3.2111737078383413,15.828796344912675,4,70.72004573167774,3,1,80.73077272100286,0,Bajo,69.72666529007256
137,Crowdfunding,Alemania,B2B,Seed,2022,22,17.87569713531352,114.44551750468628,6.402296740561724,15.423067632129191,212.807212976804,437,18,701.0485287331451,50131,71.95322081036696,102.5969059673292,242.55313151541569,2.3641369028482586,28.812236189749214,1.0197828085598264,23.237249248450482,2,58.70965102700192,4,3,58.1045397858893,1,Bajo,56.87823879998177
214,Criptomonedas,España,B2C,Seed,2020,45,22.291523608693765,264.06378215417266,11.845927931601182,14.160451076316257,159.60362516642067,387,24,314.67669058480567,2745,99.21095644294671,69.5257353592473,194.6535128092068,2.79973324702587,9.214191047892209,NA,11.610035704483602,0,100,12,1,73.14661930094265,0,Alto,41.904824040830135
313,gestion patrimonial,Alemania,B2C,Serie A,2017,37,1.365659967680027,13.997976409918063,10.249971985118464,3.5374868139462636,66.78159535435054,349,12.6,95.60775172827739,4756847,76.1615063323058,63.932707974425796,225.96024504985556,3.5343449731590226,42.761196886658205,3.674211436581205,17.79709815505843,1,69.22663646733179,18,1,73.24762173219484,1,Muy Alto,29.747450067661703
144,Crowdfunding,Reino Unido,B2C,IPO,2021,102,0.17475749898212575,0.9299655014584259,5.321462637512013,NA,95.13082869771672,272,13.9,NA,45021,77.6876131498784,146.01487959228814,582.3296557678505,3.9881528334226464,7.285208416503917,3.3967551918483982,5.366173358730627,2,68.13879621643036,8,4,65.57849409401186,0,Muy Alto,11.479252600111067
178,Pagos Digitales,Suecia,Plataforma,Seed,2022,213,20.953064774812436,162.15223544818176,7.738831392489373,2.157297145831128,-42.759583218781174,428,12.2,10.128155614230646,101837,65.28425862387546,68.60079312952178,115.55983722071058,1.6845262561691925,27.248930185603484,NA,21.16139653832078,0,86.28564203966937,11,2,57.73241083233899,1,Bajo,60.40758199058473
119,Préstamos P2P,Reino Unido,B2C,Seed,2018,100,55.845003459562385,473.1737523281251,8.472982774022967,NA,15.749958501477337,266,15.8,NA,36623,83.10944313037268,94.26520767193,353.23627379099,3.74726033618208,19.17260219002936,0.7037678733396664,15.241088809400447,1,76.96261944190243,6,1,54.17674861631629,0,Muy Alto,21.989844464696944
225,Blockchain,España,B2C,Serie A,2016,56,8.922183837460029,72.01534493533929,8.071493061259389,0.6564152155859139,79.9336132552809,378,23.5,11.72170027831989,3573,78.50847771036597,53.952182569828246,225.78836069151168,4.184971764567308,14.000384912141222,1.3830361084576999,17.532191060764713,2,49.26263477511475,15,2,89.60857649973472,3,Muy Alto,16.850934927351773
148,blockchain,Reino Unido,B2B,Seed,2015,46,10.864989215237035,91.00001897166781,8.375527777243406,16.065221781545695,210.61770569517324,380,27,349.2439517727325,5827,92.00728303998439,10,21.327521628700197,2.1327521628700197,37.76092682861918,3.0304662791417805,7.380062275250127,NA,55.105436705590265,3,7,45.49659979139716,0,Bajo,60.77405142597854
312,PAGOS DIGITALES,Lituania,B2B,Seed,2015,54,87.88420432113429,897.9128222164802,10.216998938005418,9.10808048795614,98.28331635358485,429,24.4,168.66815718437297,1248612,NA,19.606058585039662,110.43228403250677,5.632559117046185,45.871608962081524,0.9905330655320783,20.112891732950104,1,51.16863113290256,1,6,73.06413271619272,0,Muy Alto,14.497061874717474
184,open banking,Reino Unido,B2C,Seed,2019,65,11.263599109724794,82.46281236073428,7.321177854202689,NA,121.39123764859403,331,12.4,NA,137471,NA,134.40954691313897,602.6777857163358,4.483891208306886,28.76144767411537,5.538627592888136,22.01493248415167,NA,100,3,1,79.94174349014264,0,Bajo,55.897070709615946
163,Open Banking,Alemania,Marketplace,Serie D+,2021,17,19.96400423325031,178.10597501970565,8.92135530221276,1.9334630187189463,127.40734813460178,481,23.3,113.73311874817331,3224,77.02803887499411,69.04717048813775,374.6829732875643,5.426478313864209,10.744108287932518,1.3124620129889335,26.243653819772657,2,95.11139987651036,17,2,51.21481786334772,1,Medio,46.5972867840901
145,pagos digitales,España,B2B,IPO,2016,14,46.36576471743237,421.0069238031507,9.080124664586037,1.859327579546949,100.87324307323354,0,26.9,132.80911282478206,4072,72.64279059737066,10,NA,NA,15.218168912965599,1.7533655457377315,17.878324773243342,2,57.222195805547116,7,9,66.46536294932005,0,Muy Alto,11.372741898521781
251,Préstamos P2P,Reino Unido,Plataforma,Seed,2019,13,91.56677667357386,635.9791227728464,6.945522665278986,0.7253397933195224,48.139710239429164,546,15.7,55.79536871688634,18455,85.51323039462224,76.8297300539891,184.59184840530432,2.402609618380666,18.12186718260395,3.4897848807983753,18.063678720314222,1,49.40520353891151,4,5,78.53775445374195,0,Alto,27.888883319683373
39,WealthTech,España,B2B2C,Seed,2023,104,3.620873003226877,19.3396607257335,5.341159634292126,11.686706095874388,37.26643337471594,0,33.6,112.37217399879219,10258,78.98339817626855,118.72821371432754,422.2095847213632,3.55610154918395,32.80601684500236,2.351823938375466,17.55169219322693,0,42.32686715622827,20,1,67.59290569322319,2,Alto,34.30167521350086
192,criptomonedas,Países Bajos,B2B,Serie B,2017,77,9.615108380757595,94.77353073677098,9.856730364728719,8.069096460931176,194.2286886838362,201,13.8,104.79346053157371,134454,84.66382590388655,10,42.29252535500564,4.229252535500564,18.814941591137572,2.4856204492067318,19.443430157642325,2,77.7432656165145,4,8,72.49668935577905,0,Medio,43.083074893802404
277,Pagos Digitales,España,B2C,Serie B,2020,206,0.8956485905164483,9.149114451516088,10.215071567567065,0.05183828330643503,130.52802497819,201,33.7,0.25164215197298556,28177,80.84812956700615,50.090698885281796,240.8715505080026,4.808708120835945,47.74305555296405,3.177633323903203,29.2454475749283,0,38.67074334044608,12,2,80.0700825514822,0,Alto,26.705426266416907
42,Open Banking,Reino Unido,Plataforma,Seed,2023,43,8.313657335627077,97.16429402421123,11.687310422072187,NA,122.10854117693302,418,20.3,NA,13492,72.47324518591368,142.89158527674954,627.8393858329108,4.393816365161911,39.371487306465426,2.061364091106376,3.7392091831141876,3,97.02482284204024,4,10,91.10157596385497,1,Muy Alto,24.57180725876242
224,PRÉSTAMOS P2P,Francia,B2C,Seed,2020,147,43.55430103266387,303.9441887015237,6.978511455701665,NA,145.6438154337943,251,15.6,NA,161658,84.21208931775712,144.10265778984953,575.552116212552,3.994042337872088,9.922942348805087,1.6168353296879436,10.35197830316632,0,49.044757591826496,17,5,44.86828858498619,0,Medio,51.426250166259706
217,INSURTECH,Reino Unido,B2B,Serie C,2021,40,19.8188872360441,188.13646450989623,9.492786465212703,11.73657939853517,152.50260596185836,256,3.9,293.41448496337927,92882,49.45478696941291,63.25782339247225,122.97829571161901,1.944080417510122,30.44439072303947,0.1,20.553221534016565,1,72.24932550911291,6,15,47.45871285343901,1,Alto,36.62850787397474
106,Gestión Patrimonial,España,B2B,Seed,2016,44,43.94433856364006,145.1993267412344,3.304164574714378,0.6581886524325923,142.64376602548913,266,19,14.958833009831643,24923,87.49972546971301,183.65358370968795,359.78846851351767,1.9590604291297495,0,0.1,23.08966096561428,3,55.34752354222273,3,1,56.398137005102804,0,Medio,57.96706633642316
196,open banking,España,Plataforma,Serie A,2017,210,0.27947727603244016,2.6582025151766353,9.511336853262037,0.7778338040916263,142.5291918414645,211,15.7,3.703970495674411,428913,79.8111202485675,28.908331878826864,164.9831480353614,5.707114084856585,4.132727900334967,0.3266459660357284,21.736333322201492,0,38.078439585634506,12,16,95.82181037750134,0,Muy Alto,17.297550244256854
187,PRÉSTAMOS P2P,Suecia,Marketplace,Serie A,2019,51,3.9182026592364885,34.39488295276475,8.778229699702933,5.479304089086846,28.88862897436543,256,21.7,107.43733508013423,67110,70.32382566087507,49.58906165027444,281.1525580444197,5.6696486823493615,27.37785695425053,0.1,19.251533664002228,4,63.45900435503911,9,6,60.89646874557464,1,Alto,42.8022950515151
242,BLOCKCHAIN,Reino Unido,B2B2C,Serie B,2020,65,220.44912095455985,1368.3220598087303,6.206974443281069,15.435361792304755,175.98512110006743,211,4.5,237.46710449699623,881091,67.99451988974025,102.06797460609931,286.3743774095703,2.805722152465023,26.31177537913172,4.087646922230681,25.380798601348253,0,35.604602353712465,20,4,66.3746069797042,2,Medio,54.60585485212505
120,pagos digitales,España,Marketplace,Seed,2016,56,47.504956255201975,196.450096140782,4.135360005078837,NA,14.729420438264711,276,10.8,NA,4644,88.4328102354706,127.21938623510258,527.1994713517163,4.144018352497369,5.063789703404726,1.801191181090148,19.37419974429304,1,37.180807916412235,2,1,39.005291787337505,2,Alto,35.298329116776586
84,Pagos Digitales,Reino Unido,B2C,Serie A,2021,132,94.26510347927008,1077.1222784742445,11.426521997200325,0.9310314015837108,189.7017881079319,193,25.3,7.053268193815991,71990,80.55195146290536,28.396869099458698,111.51698418843479,3.9270873066270724,25.790270539923824,0.9410967784096143,3.1118118044720475,3,49.58018064829813,37,20,99.3350052754547,0,Muy Bajo,73.92644638195634
201,gestion patrimonial,Alemania,B2C,Serie B,2018,6,18.37317931974943,127.98527863886267,6.965875443303958,0.06650367446398983,57.82480203967653,268,22.2,11.083945743998305,15268,49.37630210463812,108.487479442081,299.60546364034263,2.761659365496598,7.144585596925037,3.9481979216063827,26.206380664275706,2,52.08066134237241,15,7,96.42072032457375,0,Muy Alto,24.335011155344546
184,open banking,Reino Unido,B2C,Seed,2019,65,11.263599109724794,82.46281236073428,7.321177854202689,NA,121.39123764859403,331,12.4,NA,137471,NA,134.40954691313897,602.6777857163358,4.483891208306886,28.76144767411537,5.538627592888136,22.01493248415167,NA,100,3,1,79.94174349014264,0,Bajo,55.897070709615946
320,PAGOS DIGITALES,Alemania,B2C,Serie A,2018,22,45.394343416622114,190.35233533615968,4.193305178778246,2.1209983177011074,NA,298,35.8,96.40901444095942,87532,89.89247322097337,143.5107407000156,354.2599184363049,2.468525468604639,25.536295950500865,0.5419830662163005,22.362316806487605,2,83.3504511083913,16,16,77.0793877994345,1,Muy Alto,20.106110400520265
346,PAGOS DIGITALES,Estonia,B2C,Seed,2015,39,162.77348017195925,1133.0193634864047,6.960712287342175,12.472843899293856,122.0192595301472,228,32,319.81651023830403,25031,82.30336907208921,53.13588167670379,NA,NA,22.020097561621405,0.1,14.114209546935257,0,57.23769724756553,1,20,74.19617515099984,0,Alto,41.53853996191174
326,criptomonedas,Países Bajos,B2B,Serie A,2019,22,16.03055540298137,57.41906852921828,3.5818514758720994,66.74980489796543,118.60671735554982,346,29,3034.0820408166105,159681,90.58252323571105,10,17.87129173753783,1.787129173753783,31.08573786242326,2.5593990291296165,7.155031212044995,0,43.800751261237906,23,2,79.53653409493718,1,Medio,46.61523791961372
349,wealthtech,Países Bajos,B2B,Seed,2014,272,4.1534432197511455,18.598885114042343,4.477943751728162,7.852169171771435,107.26875641438042,468,13,28.86826901386557,506690,73.8300775495925,10,23.803091092268005,2.3803091092268005,53.14478993939575,0.7040669042584697,23.594478997195836,0,59.57021812105208,5,5,70.99195865728595,1,Muy Alto,10.17083487007767
211,Préstamos P2P,Francia,B2B,Seed,2023,26,10.43521869919483,80.73230050672788,7.736522140447051,4.688736839886434,44.154714408407905,149,1,180.33603230332437,19041,76.37260048171012,10,30.897113772807643,3.0897113772807643,20.666092047787345,1.5680086775441588,25.941144804588173,1,63.305446217965326,8,16,67.60189232516834,0,Medio,57.57220960222185
133,pagos digitales,Alemania,Plataforma,Serie C,2020,18,2.4527923716249065,29.432011101446733,11.99938952922821,2.3535740567709915,-19.35312141309393,240,15,130.75411426505508,56469,75.9054183520006,103.50927325738705,390.27409354665207,3.7704263711348176,3.6902910367215966,1.9535377788650679,0,1,63.049853242455924,4,13,66.0897694428478,0,Alto,34.67145424801856
5,Gestión Patrimonial,Países Bajos,B2C,Seed,2020,11,165.03021647100272,1368.057194173054,8.289737621555105,0.09996192667646045,-50,113,2.4,9.087447879678223,26093,77.79931961945877,104.51604996743325,626.2341558081603,5.991751085151918,26.83483960788134,0.1,7.004520106729902,0,90.08489286403781,12,24,46.39471877300768,1,Alto,30.128326644189656
298,PRÉSTAMOS P2P,Lituania,B2C,Serie D+,2023,47,15.226775279769736,124.06875045968116,8.14806472021155,19.84421458084764,139.53220036523268,0,25.2,422.21733150739664,3483,NA,24.02429030455633,67.93628261889783,2.827816420700401,38.90227965358587,4.145225318158035,10.101039665039725,2,91.26866209493843,3,1,67.41133197364476,1,Muy Bajo,75.49611887894571
338,RegTech,Reino Unido,B2C,Serie D+,2022,21,32.46899951441607,355.5548814823232,10.950595546513796,0.32853227152901215,46.69970818881884,298,16.5,15.644393882333913,207050,57.6262052655201,10,50.760249313898385,5.0760249313898385,45.173099894747125,2.1515022889468938,18.70989158878393,1,80.75277817093757,10,1,43.24531224684627,1,Bajo,63.909499743022025
180,Blockchain,Reino Unido,B2B,Serie B,2023,114,221.9954183481634,768.7761176834888,3.4630269552581012,60.92381089562161,103.42381830556542,262,23.1,534.4193938212422,26905,60.144692177130125,114.7108999863417,411.6200650187054,3.588325652293861,27.92709740306314,1.9559572825236091,9.12930047840254,2,50.86091969096944,26,8,86.97038927036543,0,Muy Alto,26.870553069747984
70,pagos digitales,Estonia,B2C,Serie A,2019,289,0.45801420802733595,4.733564301457769,10.334972624201328,3.156709322938018,62.31117004745315,30,23.5,10.922869629543316,219518,56.51378562493234,50.66671112661132,205.1102925653018,4.048225906211883,46.10748599666666,1.5414189807941288,8.225919297206069,1,41.299821262927196,21,4,89.7570205335398,0,Alto,40.335815963335335
245,blockchain,Alemania,B2C,Serie B,2016,143,728.7451547613626,560.9454936952616,0.7697416442912073,6.266418988544425,-30.260838098399248,275,27.2,43.82111180800297,24681,65.5491835890602,102.99363754688933,199.39613377429546,1.9360043836059049,25.668916054449372,0.8557551380919624,17.554579155771595,1,71.59084923656056,3,4,73.97158301022047,0,Medio,58.01684945356101
11,Préstamos P2P,España,B2C,Seed,2014,14,10.117800670339248,104.24780217260404,10.30340541084297,1.732261602688144,20.091674934914515,95,15.7,123.73297162058172,209614,82.19713613914838,100.21764656336855,268.03188234313785,2.674497870728373,17.390149420905757,0.1,7.624289434323124,1,63.058969755880916,36,3,75.2291733251941,2,Bajo,65.65190292429179
37,Pagos Digitales,España,B2C,Serie B,2020,20,3.9912704514455433,16.158765033755593,4.0485267110634595,NA,96.21720013657631,141,18.3,NA,199237,44.12819764027343,47.15716741125389,115.22215840007627,2.4433647041441873,19.947169400677222,0.9761740250847666,9.427184269136886,3,50.88570866537653,5,5,76.30397829376518,1,Medio,49.54154804814607
197,pagos digitales,Países Bajos,B2B2C,IPO,2020,17,46.100113407432495,354.54415257767107,7.690743609331548,20.389447780381868,NA,303,6.3,1199.3792811989333,3319,88.80444274517114,138.73904354561896,780.557857493279,5.626086482545361,25.237833835971802,1.7736365648047268,8.950346958840072,1,50.150065440317015,3,1,94.96899956994096,2,Muy Alto,29.499865528196096
103,Pagos Digitales,Reino Unido,B2C,Seed,2022,40,3.218116225755967,17.093387576370198,5.311612874502316,6.008410068233735,50.47537697209741,425,15.2,150.21025170584338,129413,87.10375772485958,68.02125387420827,246.59145072153356,3.6252117783296853,16.34966990668231,2.209324838846153,24.645321844713877,1,57.46215420962768,15,9,80.41436896031443,2,Muy Alto,13.294815220870078
66,gestion patrimonial,Francia,B2B2C,Serie A,2023,56,7.570872406110218,23.78351805086312,3.1414501229301095,1.0486333262329681,82.0986884032598,530,23.1,18.725595111303,180582,62.098232138337316,92.82050519990776,441.3639181708801,4.755026028142311,55.5057839148801,1.0600993978697835,7.288012799826702,5,83.60248992360852,10,3,44.44198224368007,0,Alto,37.84030725248158
335,Blockchain,Francia,B2B2C,Serie A,2019,45,30.518349849110766,209.30492050128166,6.858330202521756,1.5162835280459412,83.22414412181752,233,23.3,33.695189512132025,140673,90.07319480675885,144.69925860693883,504.6017306674209,3.487244755262509,28.606180911168646,2.174487734582969,20.91095191896867,3,82.78760414905209,47,20,27.75320778849523,1,Medio,40.76782550197095
142,Open Banking,España,B2B,Serie D+,2021,234,31.74606619653582,162.61146670024823,5.1222556424327195,20.183061586987147,-21.387416923394497,22,17.4,86.25239994438952,201240,60.79560807667087,45.06549895864213,168.54660442401408,3.740036354167387,29.769846233673388,1.1142001569246005,23.80316171340424,2,81.49147866214025,9,13,54.56802784486893,2,Muy Bajo,80.12414694298059
336,PAGOS DIGITALES,España,Plataforma,Serie A,2018,5,15.560398025707698,143.57438811818574,9.226909741060808,77.12840740944307,131.23157719939516,353,3.7,15425.681481888614,18753,71.77351212783257,115.74545302622693,252.77092388822277,2.183851868729107,6.032279664353602,1.577081028492521,20.260577454633903,0,68.78697621985691,11,4,53.281217091688305,1,Bajo,62.71849496755749
314,PAGOS DIGITALES,Irlanda,B2B2C,Serie B,2018,56,5.914767933485129,42.37264501688286,7.163872783072293,NA,115.55049235992718,210,21.7,NA,14453,98.44736177720267,114.41489314624772,367.31974987770775,3.2104190265526995,33.59924805954432,1.1284593505500087,18.450959666109352,1,56.09170528592685,27,1,60.62152861707042,0,Medio,40.78467902727425
319,Open Banking,Irlanda,B2B,Serie B,2022,74,0.6008783261915873,2.625577221839817,4.369565529981628,0.19231080147756582,88.7731025047706,195,8.3,2.5987946145617005,116916,74.66553126500277,65.36844416298666,282.12314549601126,4.315892004291527,21.38558526920295,2.6731487241021394,21.659955676444074,2,62.0252630288703,18,1,83.66645443484799,0,Alto,33.702186616137624
129,Pagos Digitales,España,B2C,Seed,2018,35,0.9447302881406787,3.3849238780202335,3.5829526379238814,5.2692192796831625,NA,0,17.1,150.5491222766618,5450,67.73830135081779,104.26446288183975,276.596807166973,2.652838747948408,18.042678842877265,0.1,16.062657288797922,3,40.45218327315257,6,6,74.17424266085564,2,Bajo,68.99578479584306
134,Préstamos P2P,Alemania,Marketplace,Serie A,2023,44,0.7220483846455037,6.062992038461197,8.396933179814368,NA,17.13119373730074,373,11.1,NA,115999,84.77791508702917,149.54238549436818,885.1476747741096,5.919042095309123,18.67734119525428,2.28443875364281,0,2,56.71001768454009,22,4,65.78094327960241,0,Alto,33.69460424873978
330,InsurTech,Reino Unido,B2C,Serie C,2023,29,4.060146551909353,34.085820951257546,8.39521936350502,0.3238957731711138,129.69377844574936,618,22.1,11.168819764521164,229922,100,121.30881740394112,462.954915209991,3.816333594848402,20.91485023387694,2.63327360848366,16.111807941508847,1,88.5449289223381,3,3,100,0,Alto,25.71880799718201
159,BLOCKCHAIN,Alemania,B2B,Serie B,2014,23,127.91101205027928,1046.8936639266158,8.184546796604991,86.30727802440879,NA,290,15.2,3752.4903488873388,2391250,84.40377713262387,35.677892613912675,187.4214927362738,5.253154797130264,20.650166905903852,NA,5.214110116014332,0,52.470851801060114,9,3,68.22598644655292,0,Medio,47.586566153913736
29,criptomonedas,Alemania,B2C,Serie B,2018,11,14.862166434255268,68.15022734006943,4.585484063951299,3.5131618282095913,33.20977687821879,187,16,319.37834801905376,708,94.60667054536538,10,46.186966330278665,4.6186966330278665,18.9417274348044,2.8960937536954594,2.391132419552811,NA,53.71334583433284,7,8,67.2783276880751,0,Medio,51.49794809054583
286,gestion patrimonial,Suecia,Marketplace,Serie A,2022,15,2.1744887051616715,18.136054363486096,8.340376439038664,0.3905761988032131,70.50574435657182,256,21.8,26.038413253547542,1173167,92.74725501133187,142.01573697536793,686.5875730594547,4.8345879666740075,23.20710194768582,1.6132427356289931,10.480169481921738,2,63.83663780588637,6,11,52.42914375607456,2,Medio,47.283222861588
92,Crowdfunding,Reino Unido,B2B,Serie C,2015,93,1.8898763501120788,7.171019184804977,3.7944382892455906,0.4529430639724527,101.82545635991849,316,25,4.870355526585513,24128,81.15639420602287,101.45977427749511,558.9326366154926,5.508908733492717,28.139608728652256,2.771738317927836,14.082110710910767,0,60.17450813514464,3,7,47.92991993444146,1,Alto,27.472393536008894
36,Pagos Digitales,España,B2C,Seed,2017,15,1.4217813904537504,16.36740408647918,11.511899224715307,6.117562964166588,74.8345200796319,117,22.6,407.8375309444392,1428045,64.49920007517457,10.933292452278891,NA,NA,45.0511765977167,0.1,10.72620163519505,1,63.51071277586836,7,2,92.91822428269684,1,Bajo,60.45962571632117
253,Pagos Digitales,Alemania,B2B,Seed,2020,32,2.45829783787638,8.562825115241898,3.4832333915401246,23.865842864485952,99.79468539920981,237,16.6,745.807589515186,5098,NA,51.110829271964626,217.6192768319643,4.257791938260198,26.725472450710665,1.8144931866980134,10.99349993796677,NA,95.57426237760343,4,9,66.59900611606506,0,Medio,48.87487172149122
109,INSURTECH,Alemania,Plataforma,Seed,2015,177,99.92694139545233,71.01508416804408,0.7106700472999364,NA,-8.037815664864326,139,17.1,NA,4592167,60.729349317294435,48.8197023454185,113.90916708111727,2.333262220141478,25.211512319140596,1.0356166329751166,10.597919129374496,2,72.44537573599332,15,19,81.40740356685329,0,Medio,47.22560619004071
274,BLOCKCHAIN,Reino Unido,Plataforma,Serie A,2015,17,49.05948263646017,218.60149082072763,4.455845823744312,NA,11.117488391771417,281,22.3,NA,758094,90.70508985698004,10,30.82515925168991,3.082515925168991,46.41800557584339,2.617080768988719,11.21194361289285,3,72.26176447782358,7,13,89.77064769328105,0,Muy Alto,27.69049810245633
150,InsurTech,Reino Unido,B2B2C,Serie A,2017,29,20.952096339673858,168.5861413534367,8.046266045188531,14.631905451405288,-7.616812372741904,252,14.8,504.54846384156167,2697522,57.91391288162487,157.67696321636723,811.4893738795058,5.146530966390856,3.9616730719441406,1.2872803994340245,11.64068331865358,3,87.9018602694166,20,1,55.10798340310761,1,Alto,25.98192952107638
179,Criptomonedas,Reino Unido,Marketplace,IPO,2021,42,9.660095288029355,99.18354988790465,10.267346949549392,2.4027751425915675,30.823388446361534,163,27.2,57.2089319664659,18151,61.3323720263863,112.22535891584243,293.51330195431876,2.6153919647913426,40.973330758707355,1.2319951755153538,2.8411776807372355,1,92.57119836168619,7,7,70.12447404667087,1,Alto,30.67534015979618
